"지역별","상품군별","판매유형별","항목","단위","2014.1/4","2014.2/4","2014.3/4","2014.4/4","2015.1/4","2015.2/4","2015.3/4","2015.4/4","2016.1/4","2016.2/4","2016.3/4","2016.4/4","2017.1/4","2017.2/4","2017.3/4","2017.4/4","2018.1/4","2018.2/4","2018.3/4","2018.4/4","2019.1/4","2019.2/4","2019.3/4","2019.4/4","2020.1/4","2020.2/4","2020.3/4","2020.4/4","2021.1/4","2021.2/4","2021.3/4","2021.4/4","2022.1/4","2022.2/4","2022.3/4","2022.4/4","2023.1/4","2023.2/4","2023.3/4","2023.4/4","2024.1/4","2024.2/4",
"기타 유럽","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","187","127","119","104","187","146",
"기타 유럽","아동·유아용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","40","17","56","0","0","62",
"기타 유럽","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 유럽","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","40","17","56","0","0","62",
"기타 유럽","음·식료품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","4","10","11","0","1","2",
"기타 유럽","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","4","10","11","0","1","0",
"기타 유럽","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","2",
"기타 유럽","농축수산물","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 유럽","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 유럽","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 유럽","생활·자동차용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","1","5","1","21","68","5",
"기타 유럽","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 유럽","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","1","5","1","21","68","5",
"기타 유럽","기 타","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","4","22","8","13","6","36",
"기타 유럽","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 유럽","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","4","22","8","13","6","36",
"대양주","합계","계","해외직접판매액[백만원]","백만원","4419","4909","4886","4112","3474","3658","3819","3690","3992","4971","5433","4785","5018","4739","5311","4549","4566","4569","4363","4065","3565","3610","2817","3280","3187","3903","4701","4480","4134","3845","4621","3018","2242","2033","2096","1823","1817","1933","1896","2069","1276","2008",
"대양주","합계","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","5","3","3","5","13","6","15","9","18","11","22","30","18","2","1","1","5","0","1","0","0","6","2","14","15","11","12","16","17","21",
"대양주","합계","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","5013","4736","5308","4544","4553","4563","4348","4056","3547","3599","2795","3250","3169","3905","4702","4479","4129","3845","4620","3018","2242","2027","2094","1809","1802","1922","1884","2053","1259","1987",
"대양주","컴퓨터 및 주변기기","계","해외직접판매액[백만원]","백만원","470","441","441","273","201","239","374","318","280","368","343","310","241","153","232","151","157","107","117","92","78","62","58","56","93","73","96","56","70","87","81","32","11","14","62","50","80","58","37","28","62","35",
"대양주","컴퓨터 및 주변기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대양주","컴퓨터 및 주변기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","240","153","232","151","157","107","117","92","78","62","58","56","93","73","96","56","70","87","81","32","11","14","62","50","80","58","37","28","62","35",
"대양주","가전·전자·통신기기","계","해외직접판매액[백만원]","백만원","838","848","869","840","638","621","556","676","697","1068","1288","1375","1256","1366","1478","1250","1290","1189","1108","1109","807","705","528","302","348","1030","1317","1139","966","830","873","332","31","29","22","19","48","35","21","21","20","14",
"대양주","가전·전자·통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1","0","2","1","0","0","0","4","1","2","5","6","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","1",
"대양주","가전·전자·통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1255","1366","1476","1249","1290","1189","1108","1105","806","703","523","296","339","1030","1317","1139","966","830","873","332","31","29","22","18","48","35","21","20","18","13",
"대양주","가전·전자","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","42","35","18","21","19","14",
"대양주","가전·전자","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","1","1","1",
"대양주","가전·전자","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","42","35","18","20","18","13",
"대양주","통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","6","0","3","0","1","0",
"대양주","통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","1","0",
"대양주","통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","6","0","3","0","0","0",
"대양주","소프트웨어","계","해외직접판매액[백만원]","백만원","20","25","20","33","19","18","31","17","13","11","5","5","6","17","28","21","11","12","10","7","7","6","3","4","4","6","5","5","5","5","8","2","0","0","0","0","9","0","0","0","0","0",
"대양주","소프트웨어","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대양주","소프트웨어","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","6","17","28","21","11","12","10","7","7","6","3","4","4","6","5","5","5","5","8","2","0","0","0","0","9","0","0","0","0","0",
"대양주","서 적","계","해외직접판매액[백만원]","백만원","18","17","25","20","20","21","30","30","30","39","37","48","68","57","106","89","66","97","106","81","62","81","48","81","73","92","121","81","91","100","130","130","97","110","93","80","94","119","144","171","89","103",
"대양주","서 적","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대양주","서 적","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","68","57","106","89","66","97","106","81","62","81","48","81","73","92","121","81","91","100","130","130","97","110","93","80","94","119","144","171","89","103",
"대양주","사무·문구","계","해외직접판매액[백만원]","백만원","4","4","3","1","0","0","3","8","7","8","8","7","11","7","9","5","7","3","6","5","6","6","2","11","5","7","4","5","5","8","21","29","15","23","11","9","4","3","3","43","16","38",
"대양주","사무·문구","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대양주","사무·문구","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","11","7","9","5","7","3","6","5","6","6","2","11","5","7","4","5","5","8","21","29","15","23","11","9","4","3","3","43","16","38",
"대양주","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","140","116","130","108","112","118","143","133","188","168","172","196","219","200","303","330","290","356","418","440","354","481","318","387","308","371","553","568","553","512","614","402","222","383","249","153","538","784","707","798","228","507",
"대양주","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대양주","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","219","200","303","330","290","356","418","440","354","481","318","387","308","371","553","568","553","512","614","402","222","383","249","153","538","784","707","798","228","507",
"대양주","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","837","1014","884","657","487","509","571","782","818","1004","918","661","736","713","731","536","722","776","619","608","627","633","578","651","479","909","1082","1279","1070","1170","1229","1297","1126","1264","1364","1142","722","782","826","795","634","974",
"대양주","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","3","0","2","2","0","10","3","7","3","7","12","4","2","1","0","5","0","1","0","0","0","0","5","4","2","1","3","3","1",
"대양주","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","736","710","731","534","720","776","609","605","620","630","571","639","475","911","1081","1279","1065","1170","1228","1297","1126","1264","1364","1137","718","780","825","792","631","973",
"대양주","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","181","174","151","128","106","117","124","113","103","137","149","135","152","128","149","134","125","122","119","100","102","95","199","79","77","95","195","323","248","87","479","227","203","12","13","202","196","5","4","3","6","3",
"대양주","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대양주","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","151","128","149","134","125","122","119","100","102","95","199","79","77","95","195","323","248","87","479","227","203","12","13","202","196","5","4","3","6","3",
"대양주","화장품","계","해외직접판매액[백만원]","백만원","636","714","758","668","627","625","636","746","940","1110","1141","1057","1339","1061","1202","1022","989","1040","1010","887","826","829","637","1094","717","659","615","471","465","431","489","241","117","84","69","54","43","38","54","88","103","198",
"대양주","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1","0","0","2","10","6","4","1","6","5","8","10","4","0","2","1","0","0","0","0","0","1","1","2","5","5","5","4","6","11",
"대양주","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1338","1061","1202","1020","979","1034","1006","886","820","824","629","1084","713","659","617","470","465","431","489","241","117","83","68","52","38","33","49","84","97","187",
"대양주","아동·유아용품","계","해외직접판매액[백만원]","백만원","193","201","220","223","187","177","212","181","179","196","310","200","181","205","234","288","187","176","164","159","120","135","82","144","141","129","119","95","96","82","122","68","36","17","16","12","15","20","13","10","5","5",
"대양주","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대양주","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","181","205","234","288","187","176","164","159","120","135","82","144","141","129","119","95","96","82","122","68","36","17","16","12","15","20","13","10","5","5",
"대양주","음·식료품","계","해외직접판매액[백만원]","백만원","257","366","335","265","306","389","320","12","19","33","79","22","24","47","40","19","22","26","36","22","23","25","21","19","386","14","3","1","4","9","13","7","2","9","10","13","12","11","12","27","20","16",
"대양주","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1","0","1","0","1","0","1","1","4","1","2","2","1","0","0","0","0","0","0","0","0","5","1","6","6","4","6","8","6","8",
"대양주","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","23","47","39","19","21","26","35","21","19","24","19","17","385","14","3","1","4","9","13","7","2","4","9","7","6","7","6","19","14","8",
"대양주","농축수산물","계","해외직접판매액[백만원]","백만원","100","140","139","133","99","111","124","1","0","0","0","0","0","0","0","0","1","4","4","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"대양주","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대양주","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","1","4","4","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"대양주","생활·자동차용품","계","해외직접판매액[백만원]","백만원","528","580","627","522","464","487","477","474","516","568","740","550","528","561","548","448","438","446","430","350","342","345","229","310","286","322","343","247","283","289","282","120","38","24","25","16","17","11","13","28","49","54",
"대양주","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대양주","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","528","561","548","448","438","446","430","350","342","345","229","310","286","322","343","247","283","289","282","120","38","24","25","16","17","11","13","28","49","54",
"대양주","기 타","계","해외직접판매액[백만원]","백만원","197","269","284","241","208","226","218","199","202","261","243","219","257","224","251","256","261","215","216","205","210","207","114","142","270","195","248","210","278","234","280","129","342","66","160","73","39","67","62","57","44","61",
"대양주","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"대양주","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","257","224","251","256","261","215","216","205","210","207","114","142","270","195","248","210","278","234","280","129","342","66","160","73","39","67","62","57","44","61",
"중남미","합계","계","해외직접판매액[백만원]","백만원","2468","2437","2715","2083","1886","2285","2283","2520","2076","2139","2057","3120","2281","2350","3048","2606","2399","2601","3209","3460","3093","3680","2461","3747","3446","2459","3076","3582","2320","2393","2208","1501","782","1977","1217","1053","1943","1824","2114","2030","892","1504",
"중남미","합계","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","2","1","1",
"중남미","합계","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","2281","2350","3048","2606","2399","2601","3209","3460","3093","3680","2461","3747","3446","2459","3076","3582","2320","2393","2208","1501","782","1977","1217","1052","1942","1824","2114","2028","891","1503",
"중남미","컴퓨터 및 주변기기","계","해외직접판매액[백만원]","백만원","94","94","100","72","71","55","67","57","94","71","83","92","84","59","131","70","56","42","54","66","56","59","58","61","42","97","154","69","58","146","115","35","13","16","21","95","198","84","124","63","94","104",
"중남미","컴퓨터 및 주변기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중남미","컴퓨터 및 주변기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","84","59","131","70","56","42","54","66","56","59","58","61","42","97","154","69","58","146","115","35","13","16","21","95","198","84","124","63","94","104",
"중남미","가전·전자·통신기기","계","해외직접판매액[백만원]","백만원","382","459","442","364","292","358","250","292","318","344","298","338","283","381","438","257","208","160","229","264","237","240","203","299","184","238","257","233","186","168","143","72","17","46","20","39","30","50","24","27","12","17",
"중남미","가전·전자·통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중남미","가전·전자·통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","283","381","438","257","208","160","229","264","237","240","203","299","184","238","257","233","186","168","143","72","17","46","20","39","30","50","24","27","12","17",
"중남미","가전·전자","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","15","16","19","19","11","15",
"중남미","가전·전자","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"중남미","가전·전자","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","15","16","19","19","11","15",
"중남미","통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","15","34","5","8","1","2",
"중남미","통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"중남미","통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","15","34","5","8","1","2",
"중남미","소프트웨어","계","해외직접판매액[백만원]","백만원","12","8","7","17","13","9","21","109","60","81","11","6","5","13","26","9","6","4","4","5","4","7","2","4","4","4","3","4","2","3","4","1","0","0","0","0","0","0","0","0","0","0",
"중남미","소프트웨어","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중남미","소프트웨어","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","5","13","26","9","6","4","4","5","4","7","2","4","4","4","3","4","2","3","4","1","0","0","0","0","0","0","0","0","0","0",
"중남미","서 적","계","해외직접판매액[백만원]","백만원","16","11","22","20","19","19","13","21","31","42","25","42","38","24","58","66","56","90","125","136","141","184","115","206","160","3","6","19","103","66","67","129","85","187","118","35","76","43","69","125","52","47",
"중남미","서 적","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중남미","서 적","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","38","24","58","66","56","90","125","136","141","184","115","206","160","3","6","19","103","66","67","129","85","187","118","35","76","43","69","125","52","47",
"중남미","사무·문구","계","해외직접판매액[백만원]","백만원","1","0","0","0","0","1","0","1","2","1","1","1","4","3","189","1","1","0","1","0","0","0","0","0","0","1","1","1","0","4","11","10","4","7","4","7","6","5","12","105","34","137",
"중남미","사무·문구","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중남미","사무·문구","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","4","3","189","1","1","0","1","0","0","0","0","0","0","1","1","1","0","4","11","10","4","7","4","7","6","5","12","105","34","137",
"중남미","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","599","472","754","491","434","620","730","950","349","274","291","459","422","398","815","787","667","906","1332","1422","1107","1594","980","1204","1183","1332","1628","2278","1107","1064","1032","855","539","1469","884","745","1506","1490","1717","1542","521","994",
"중남미","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중남미","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","422","398","815","787","667","906","1332","1422","1107","1594","980","1204","1183","1332","1628","2278","1107","1064","1032","855","539","1469","884","745","1506","1490","1717","1542","521","994",
"중남미","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","271","290","231","183","149","177","145","145","160","151","148","190","157","153","304","158","139","123","156","158","151","157","112","124","114","107","142","251","162","194","189","105","53","93","30","34","20","28","26","36","24","20",
"중남미","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",
"중남미","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","157","153","304","158","139","123","156","158","151","157","112","124","114","107","142","251","162","194","189","105","53","93","30","34","20","28","26","36","23","20",
"중남미","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","74","74","67","45","51","59","48","43","60","67","85","80","97","98","58","90","117","88","86","89","90","91","60","63","49","34","51","49","30","44","29","17","0","1","1","0","3","8","0","1","3","1",
"중남미","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중남미","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","97","98","58","90","117","88","86","89","90","91","60","63","49","34","51","49","30","44","29","17","0","1","1","0","3","8","0","1","3","1",
"중남미","화장품","계","해외직접판매액[백만원]","백만원","463","472","497","360","389","419","404","380","431","491","462","1232","475","479","424","472","457","452","528","647","636","667","482","638","414","170","200","170","170","125","131","77","44","123","66","31","29","27","26","31","38","33",
"중남미","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0",
"중남미","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","475","479","424","472","457","452","528","647","636","667","482","638","414","170","200","170","170","125","131","77","44","123","66","31","29","27","26","29","38","33",
"중남미","아동·유아용품","계","해외직접판매액[백만원]","백만원","85","79","85","71","58","94","72","67","60","68","68","77","59","67","69","61","58","56","59","67","59","67","54","85","51","33","32","35","44","58","36","16","6","4","4","9","21","21","12","15","5","5",
"중남미","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중남미","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","59","67","69","61","58","56","59","67","59","67","54","85","51","33","32","35","44","58","36","16","6","4","4","9","21","21","12","15","5","5",
"중남미","음·식료품","계","해외직접판매액[백만원]","백만원","1","15","2","2","3","3","21","1","1","1","0","1","2","0","1","0","1","0","1","0","0","0","0","0","774","0","0","0","0","0","0","4","2","0","4","3","2","0","0","1","0","1",
"중남미","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1",
"중남미","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","2","0","1","0","1","0","1","0","0","0","0","0","774","0","0","0","0","0","0","4","2","0","4","2","1","0","0","1","0","0",
"중남미","농축수산물","계","해외직접판매액[백만원]","백만원","4","8","7","5","5","5","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중남미","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중남미","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중남미","생활·자동차용품","계","해외직접판매액[백만원]","백만원","362","368","406","360","331","380","384","364","395","441","465","449","522","545","392","488","504","512","469","428","457","462","305","916","334","295","394","338","321","352","277","118","9","7","14","13","34","18","13","32","67","51",
"중남미","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중남미","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","522","545","392","488","504","512","469","428","457","462","305","916","334","295","394","338","321","352","277","118","9","7","14","13","34","18","13","32","67","51",
"중남미","기 타","계","해외직접판매액[백만원]","백만원","104","87","95","93","71","86","111","90","115","107","120","153","133","130","143","147","129","168","165","178","155","152","90","147","137","145","208","135","136","170","174","62","7","24","53","40","18","50","91","52","42","94",
"중남미","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중남미","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","133","130","143","147","129","168","165","178","155","152","90","147","137","145","208","135","136","170","174","62","7","24","53","40","18","50","91","52","42","94",
"아프리카","합계","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","60","106","72","129","89","178",
"아프리카","합계","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"아프리카","합계","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","60","106","72","129","89","178",
"아프리카","컴퓨터 및 주변기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","11","38","12","8","9","28",
"아프리카","컴퓨터 및 주변기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"아프리카","컴퓨터 및 주변기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","11","38","12","8","9","28",
